id,hz,py,hv,pos,mn,audioUrl,mw,exSample,exPinyin,exMeaning,hskLevel,hanVietLevel,isPublished,createdAt
w-zher,这儿,zhèr,già nhi,pron,"{""vi"": ""nơi đây"", ""en"": ""here""}",,,这儿很干净。,Zhèr hěn gānjìng.,"{""vi"": ""Ở đây rất sạch sẽ."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhebian2,这边,zhèbian,già biên,pron,"{""vi"": ""bên này"", ""en"": ""this side""}",,,请这边走。,Qǐng zhèbian zǒu.,"{""vi"": ""Xin mời đi lối này."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zheli2,这里,zhèlǐ,già lý,pron,"{""vi"": ""nơi đây"", ""en"": ""here""}",,,请来这里坐。,Qǐng lái zhèlǐ zuò.,"{""vi"": ""Xin mời đến đây ngồi."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhishi,知识,zhīshi,tri thức,n,"{""vi"": ""kiến thức"", ""en"": ""knowledge""}",,"个, 门, 种 [gè, mén, zhǒng]",他有很多知识。,Tā yǒu hěn duō zhīshi.,"{""vi"": ""Anh ấy có nhiều kiến thức."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-zhidao,知道,zhīdào,tri đạo,v,"{""vi"": ""biết"", ""en"": ""know""}",,,我知道了。,Wǒ zhīdào le.,"{""vi"": ""Tôi biết rồi."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhongxue2,中学,zhōngxué,trung học,n,"{""vi"": ""cấp trung học"", ""en"": ""middle school""}",,"个, 家, 所 [gè, jiā, suǒ]",这所中学有很多学生。,Zhè suǒ zhōngxué yǒu hěnduō xuéshēng.,"{""vi"": ""Trường trung học này có rất nhiều học sinh."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-zhongxuesheng2,中学生,zhōngxuéshēng,trung học sinh,n,"{""vi"": ""học sinh trung học"", ""en"": ""middle School student""}",,"个, 名, 位, 帮 [gè, míng, wèi, bāng]",他是一名中学生。,Tā shì yī míng zhōngxuéshēng.,"{""vi"": ""Anh ấy là một học sinh trung học."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-erzi,儿子,érzi,nhi tử,n,"{""vi"": ""con trai"", ""en"": ""Son""}",,"个, 位, 名 [gè, wèi, míng]",他有一个儿子。,Tā yǒu yī gè érzi.,"{""vi"": ""Anh ấy có một con trai."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-baozi2,包子,bāozi,bao tử,n,"{""vi"": ""bánh bao"", ""en"": ""steamed stuffed bun""}",,"笼, 盘, 斤, 个 [lóng, pán, jīn, gè]",早上我吃了一个包子。,Zǎoshang wǒ chī le yī gè bāozi.,"{""vi"": ""Sáng nay tôi ăn một cái bánh bao."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-haizi,孩子,háizi,hài tử,n,"{""vi"": ""đứa trẻ, con [tôi]"", ""en"": ""child""}",,"个, 名, 群, 帮 [gè, míng, qún, bāng]",我有两个孩子。,Wǒ yǒu liǎng gè háizi.,"{""vi"": ""Tôi có hai đứa con."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-beizi2,杯子,bēizi,bôi tử,n,"{""vi"": ""cốc, chén, ly"", ""en"": ""cup""}",,"个, 只, 种 [gè, zhī, zhǒng]",杯子里有水。,Bēizi lǐ yǒu shuǐ.,"{""vi"": ""Trong cốc có nước."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhuozi,桌子,zhuōzi,trác tử,n,"{""vi"": ""cái bàn"", ""en"": ""Table""}",,"张, 套 [zhāng, tào]",桌子上边有一台电脑。,Zhuō zi shàng bian yǒu yì tái diàn nǎo .,"{""vi"": ""Trên bàn có một chiếc máy tính."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-yizi,椅子,yǐzi,đệ tử,n,"{""vi"": ""ghế"", ""en"": ""chair""}",,"把, 套, 排 [bǎ, tào, pái]",一把椅子,Yī bǎ yǐzi,"{""vi"": ""Một cái ghế"", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-mingzi,名字,míngzi,danh tự,n,"{""vi"": ""tên"", ""en"": ""name""}",,个 [gè],你叫什么名字？,Nǐ jiào shénme míngzi?,"{""vi"": ""Bạn tên gì?"", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-hanzi2,汉字,hànzì,hán tự,n,"{""vi"": ""chữ Hán"", ""en"": ""Chinese character""}",,"个, 组, 行 [gè, zǔ, háng]",这个汉字怎么写？,Zhège hànzì zěnme xiě?,"{""vi"": ""Chữ Hán này viết thế nào?"", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-dongzuo,动作,dòngzuò,động tác,n,"{""vi"": ""động tác, hoạt động"", ""en"": ""action""}",,"个, 种, 套 [gè, zhǒng, tào]",他的动作很快。,Tā de dòngzuò hěn kuài.,"{""vi"": ""Động tác của anh ấy rất nhanh."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-gongzuo3,工作,gōngzuò,công tác,n,"{""vi"": ""công việc; nghề nghiệp"", ""en"": ""job; work""}",,"份, 个, 项, 种 [fèn, gè, xiàng, zhǒng]",他在一家医院工作。,Tā zài yī jiā yīyuàn gōngzuò.,"{""vi"": ""Anh ấy làm việc ở một bệnh viện."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
